Timestamp	Longitude	Latitude	Operatorname	Operator	Cellname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	ARFCN	PSC	Altitude	Distance	TA	BAND
2025.07.18_23.23.04	-17.430169	14.668675	expresso	60803		2	10338	3000	3G	-77	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.05	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-77	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.14	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.23	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-77	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.23	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.24	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.24	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.25	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.25	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.26	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.27	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.29	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.29	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.30	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.31	-17.430078	14.668706	expresso	60803		2	10338	3000	3G	-77	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.32	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-77	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.32	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-77	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.34	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-73	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.34	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-73	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.35	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-73	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.35	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-73	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.37	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-73	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.38	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.38	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.39	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.40	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-73	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.41	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-73	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.42	-17.429982	14.668701	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.42	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.43	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.44	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.45	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-71	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.46	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-65	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.47	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-65	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.48	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.48	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.48	-17.429886	14.668696	expresso	60803		2	10338	3000	3G	-75	-3	-	-	-	10687	172	65	-1		U1	
2025.07.18_23.23.51	-17.429793	14.668681	expresso	60803		2	10338	3000	3G	-77	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.23.55	-17.429793	14.668681	expresso	60803		2	10338	3000	3G	-83	-3	-	-	-	10687	172	62	-1		U1	
2025.07.18_23.24.00	-17.429699	14.66867	expresso	60803		2	10338	3000	3G	-77	-4	-	-	-	10687	172	59	-1		U1	
2025.07.18_23.24.05	-17.429699	14.66867	expresso	60803		2	10338	3000	3G	-79	-4	-	-	-	10687	172	59	-1		U1	
2025.07.18_23.24.09	-17.429608	14.668651	expresso	60803		2	10338	3000	3G	-83	-4	-	-	-	10687	172	57	-1		U1	
2025.07.18_23.24.15	-17.429608	14.668651	expresso	60803		2	10338	3000	3G	-85	-4	-	-	-	10687	172	57	-1		U1	
2025.07.18_23.24.18	-17.429544	14.668579	expresso	60803		2	10338	3000	3G	-83	-5	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.24.20	-17.429544	14.668579	expresso	60803		2	10338	3000	3G	-83	-5	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.24.25	-17.429544	14.668579	expresso	60803		2	10338	3000	3G	-87	-5	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.24.27	-17.429442	14.668576	expresso	60803		2	10338	3000	3G	-87	-5	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.24.34	-17.429356	14.668612	expresso	60803		2	10338	3000	3G	-85	-5	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.24.35	-17.429356	14.668612	expresso	60803		2	10338	3000	3G	-85	-5	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.24.42	-17.429265	14.668653	expresso	60803		2	10338	3000	3G	-83	-4	-	-	-	10687	172	58	-1		U1	
2025.07.18_23.24.45	-17.429265	14.668653	expresso	60803		2	10338	3000	3G	-83	-5	-	-	-	10687	172	58	-1		U1	
2025.07.18_23.24.50	-17.429177	14.668699	expresso	60803		2	10338	3000	3G	-79	-6	-	-	-	10687	172	56	-1		U1	
2025.07.18_23.24.55	-17.429177	14.668699	expresso	60803		2	10338	3000	3G	-83	-3	-	-	-	10687	172	56	-1		U1	
2025.07.18_23.25.01	-17.42908	14.668722	expresso	60803		2	10338	3000	3G	-87	-3	-	-	-	10687	172	54	-1		U1	
2025.07.18_23.25.05	-17.42908	14.668722	expresso	60803		2	10338	3000	3G	-87	-4	-	-	-	10687	172	54	-1		U1	
2025.07.18_23.25.05	-17.42908	14.668722	expresso	60803		2	10338	3000	3G	-87	-4	-	-	-	10687	172	54	-1		U1	
2025.07.18_23.25.10	-17.429058	14.668817	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	52	-1		U1	
2025.07.18_23.25.15	-17.429058	14.668817	expresso	60803		2	10338	3000	3G	-79	-3	-	-	-	10687	172	52	-1		U1	
2025.07.18_23.25.20	-17.42907	14.668917	expresso	60803		2	10338	3000	3G	-89	-3	-	-	-	10687	172	53	-1		U1	
2025.07.18_23.25.25	-17.42907	14.668917	expresso	60803		2	10338	3000	3G	-89	-4	-	-	-	10687	172	53	-1		U1	
2025.07.18_23.25.30	-17.429066	14.669015	expresso	60803		2	10338	3000	3G	-89	-4	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.25.35	-17.429066	14.669015	expresso	60803		2	10338	3000	3G	-91	-3	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.25.39	-17.429066	14.669015	expresso	60803		2	10338	3000	3G	-91	-4	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.25.40	-17.429066	14.669015	expresso	60803		2	10338	3000	3G	-91	-4	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.25.40	-17.429066	14.669015	expresso	60803		2	10338	3000	3G	-85	-4	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.25.41	-17.429066	14.669015	expresso	60803		2	10338	3000	3G	-85	-4	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.25.42	-17.429066	14.669015	expresso	60803		2	10338	3000	3G	-85	-4	-	-	-	10687	172	55	-1		U1	
2025.07.18_23.25.42	-17.429069	14.66911	expresso	60803		2	10338	3000	3G	-85	-4	-	-	-	10687	172	56	-1		U1	
2025.07.18_23.25.42	-17.429069	14.66911	expresso	60803		2	10338	3000	3G	-93	-5	-	-	-	10687	172	56	-1		U1	
2025.07.18_23.25.43	-17.429069	14.66911	expresso	60803		2	10338	3000	3G	-93	-5	-	-	-	10687	172	56	-1		U1	
2025.07.18_23.25.44	-17.429069	14.66911	expresso	60803		2	10338	3000	3G	-87	-5	-	-	-	10687	172	56	-1		U1	
2025.07.18_23.25.45	-17.429069	14.66911	expresso	60803		2	10338	3000	3G	-87	-6	-	-	-	10687	172	56	-1		U1	
2025.07.18_23.25.46	-17.429069	14.66911	expresso	60803		1033	5	4112	4G	-88	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.47	-17.429069	14.66911	NO_COVERAGE				-1		--	-200	-8	-	-	-			56	-1			
2025.07.18_23.25.47	-17.429069	14.66911		60803		1033	5	4112	4G	-88	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.47	-17.429069	14.66911		60803		1033	5	4112	4G	-88	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.48	-17.429069	14.66911	NO_COVERAGE				-1		--	-200	-8	-	-	-			56	-1			
2025.07.18_23.25.48	-17.429069	14.66911		60803		1033	5	4112	4G	-88	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.48	-17.429069	14.66911		60803		1033	5	4112	4G	-88	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.49	-17.429069	14.66911	NO_COVERAGE				-1		--	-200	-8	-	-	-			56	-1			
2025.07.18_23.25.49	-17.429069	14.66911		60803		1033	5	4112	4G	-89	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.49	-17.429069	14.66911		60803		1033	5	4112	4G	-89	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.50	-17.429069	14.66911	NO_COVERAGE				-1		--	-200	-8	-	-	-			56	-1			
2025.07.18_23.25.50	-17.429069	14.66911		60803		1033	5	4112	4G	-89	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.50	-17.429069	14.66911		60803		1033	5	4112	4G	-89	-8	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.51	-17.429069	14.66911	NO_COVERAGE				-1		--	-200	-8	-	-	-			56	-1			
2025.07.18_23.25.51	-17.429069	14.66911		60803		1033	5	4112	4G	-89	-7	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.51	-17.429069	14.66911		60803		1033	5	4112	4G	-89	-7	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.52	-17.429069	14.66911		60803		1033	5	4112	4G	-89	-7	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.52	-17.429069	14.669209		60803		1033	5	4112	4G	-89	-7	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.52	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-7	-	-	-			56	-1			
2025.07.18_23.25.52	-17.429069	14.669209		60803		1033	5	4112	4G	-89	-7	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.52	-17.429069	14.669209		60803		1033	5	4112	4G	-89	-7	8.0	-	-63	1673	470	56	-1		L3	
2025.07.18_23.25.53	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-7	-	-	-			56	-1			
2025.07.18_23.25.53	-17.429069	14.669209		60803		1033	5	4112	4G	-90	-6	8.0	-	-65	1673	470	56	-1		L3	
2025.07.18_23.25.53	-17.429069	14.669209		60803		1033	5	4112	4G	-90	-6	8.0	-	-65	1673	470	56	-1		L3	
2025.07.18_23.25.54	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-6	-	-	-			56	-1			
2025.07.18_23.25.54	-17.429069	14.669209		60803		1033	5	4112	4G	-90	-6	9.0	-	-65	1673	470	56	-1		L3	
2025.07.18_23.25.54	-17.429069	14.669209		60803		1033	5	4112	4G	-90	-6	9.0	-	-65	1673	470	56	-1		L3	
2025.07.18_23.25.55	-17.429069	14.669209		60803		1033	5	4112	4G	-90	-6	9.0	-	-65	1673	470	56	-1		L3	
2025.07.18_23.25.55	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-6	-	-	-			56	-1			
2025.07.18_23.25.55	-17.429069	14.669209		60803		1033	5	4112	4G	-91	-6	9.0	-	-67	1673	470	56	-1		L3	
2025.07.18_23.25.55	-17.429069	14.669209		60803		1033	5	4112	4G	-91	-6	9.0	-	-67	1673	470	56	-1		L3	
2025.07.18_23.25.56	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-6	-	-	-			56	-1			
2025.07.18_23.25.56	-17.429069	14.669209		60803		1033	5	4112	4G	-91	-6	9.0	-	-67	1673	470	56	-1		L3	
2025.07.18_23.25.56	-17.429069	14.669209		60803		1033	5	4112	4G	-91	-6	9.0	-	-67	1673	470	56	-1		L3	
2025.07.18_23.25.57	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-6	-	-	-			56	-1			
2025.07.18_23.25.57	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	8.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.25.57	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	8.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.25.58	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-10	-	-	-			56	-1			
2025.07.18_23.25.58	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	8.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.25.58	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	8.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.25.59	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-10	-	-	-			56	-1			
2025.07.18_23.25.59	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	8.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.25.59	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	8.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.26.00	-17.429069	14.669209	NO_COVERAGE				-1		--	-200	-10	-	-	-			56	-1			
2025.07.18_23.26.00	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	7.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.26.00	-17.429069	14.669209		60803		1033	5	4112	4G	-97	-10	7.0	-	-69	1673	470	56	-1		L3	
2025.07.18_23.26.01	-17.429107	14.669293		60803		1033	5	4112	4G	-97	-10	7.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.01	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-10	-	-	-			60	-1			
2025.07.18_23.26.01	-17.429107	14.669293		60803		1033	5	4112	4G	-97	-9	7.0	-	-71	1673	470	60	-1		L3	
2025.07.18_23.26.01	-17.429107	14.669293		60803		1033	5	4112	4G	-97	-9	7.0	-	-71	1673	470	60	-1		L3	
2025.07.18_23.26.02	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-9	-	-	-			60	-1			
2025.07.18_23.26.02	-17.429107	14.669293		60803		1033	5	4112	4G	-97	-9	6.0	-	-71	1673	470	60	-1		L3	
2025.07.18_23.26.02	-17.429107	14.669293		60803		1033	5	4112	4G	-97	-9	6.0	-	-71	1673	470	60	-1		L3	
2025.07.18_23.26.03	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-9	-	-	-			60	-1			
2025.07.18_23.26.03	-17.429107	14.669293		60803		1033	5	4112	4G	-99	-11	5.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.03	-17.429107	14.669293		60803		1033	5	4112	4G	-99	-11	5.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.04	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-11	-	-	-			60	-1			
2025.07.18_23.26.04	-17.429107	14.669293		60803		1033	5	4112	4G	-99	-11	5.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.04	-17.429107	14.669293		60803		1033	5	4112	4G	-99	-11	5.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.05	-17.429107	14.669293		60803		1033	5	4112	4G	-99	-11	4.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.05	-17.429107	14.669293		60803		1033	5	4112	4G	-99	-11	4.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.05	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-11	-	-	-			60	-1			
2025.07.18_23.26.05	-17.429107	14.669293		60803		1033	5	4112	4G	-98	-11	4.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.05	-17.429107	14.669293		60803		1033	5	4112	4G	-98	-11	4.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.06	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-11	-	-	-			60	-1			
2025.07.18_23.26.06	-17.429107	14.669293		60803		1033	5	4112	4G	-98	-11	4.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.07	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-11	-	-	-			60	-1			
2025.07.18_23.26.07	-17.429107	14.669293		60803		1033	5	4112	4G	-97	-10	2.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.08	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-10	-	-	-			60	-1			
2025.07.18_23.26.08	-17.429107	14.669293		60803		1033	5	4112	4G	-97	-10	2.0	-	-69	1673	470	60	-1		L3	
2025.07.18_23.26.09	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-10	-	-	-			60	-1			
2025.07.18_23.26.09	-17.429107	14.669293		60803		1033	5	4112	4G	-98	-14	2.0	-	-65	1673	470	60	-1		L3	
2025.07.18_23.26.10	-17.429107	14.669293	NO_COVERAGE				-1		--	-200	-14	-	-	-			60	-1			
2025.07.18_23.26.10	-17.429107	14.669293		60803		1033	5	4112	4G	-98	-14	2.0	-	-65	1673	470	60	-1		L3	
2025.07.18_23.26.11	-17.429187	14.669361		60803		1033	5	4112	4G	-98	-14	2.0	-	-65	1673	470	65	-1		L3	
2025.07.18_23.26.11	-17.429187	14.669361	NO_COVERAGE				-1		--	-200	-14	-	-	-			65	-1			
2025.07.18_23.26.11	-17.429187	14.669361		60803		1033	5	4112	4G	-93	-11	1.0	-	-63	1673	470	65	-1		L3	
2025.07.18_23.26.12	-17.429187	14.669361	NO_COVERAGE				-1		--	-200	-11	-	-	-			65	-1			
2025.07.18_23.26.12	-17.429187	14.669361		60803		1033	5	4112	4G	-93	-11	1.0	-	-63	1673	470	65	-1		L3	
2025.07.18_23.26.13	-17.429187	14.669361	NO_COVERAGE				-1		--	-200	-11	-	-	-			65	-1			
2025.07.18_23.26.13	-17.429187	14.669361		60803		1033	5	4112	4G	-96	-14	1.0	-	-63	1673	470	65	-1		L3	
2025.07.18_23.26.14	-17.429187	14.669361	NO_COVERAGE				-1		--	-200	-14	-	-	-			65	-1			
2025.07.18_23.26.14	-17.429187	14.669361		60803		1033	5	4112	4G	-96	-14	1.0	-	-63	1673	470	65	-1		L3	
2025.07.18_23.26.15	-17.429187	14.669361	NO_COVERAGE				-1		--	-200	-14	-	-	-			65	-1			
2025.07.18_23.26.15	-17.429187	14.669361		60803		1033	5	4112	4G	-96	-14	0.0	-	-63	1673	470	65	-1		L3	
2025.07.18_23.26.15	-17.429187	14.669361		60803		1033	5	4112	4G	-96	-14	0.0	-	-63	1673	470	65	-1		L3	
2025.07.18_23.26.17	-17.429136	14.669444	expresso	60803		1033	5	4112	4G	-95	-11	0.0	-	-65	1673	470	69	-1	1	L3	
2025.07.18_23.26.25	-17.429136	14.669444	expresso	60803		1033	5	4112	4G	-96	-13	0.0	-	-65	1673	470	69	-1	1	L3	
2025.07.18_23.26.26	-17.429215	14.669503	expresso	60803		1033	5	4112	4G	-96	-13	0.0	-	-65	1673	470	75	-1	1	L3	
2025.07.18_23.26.27	-17.429215	14.669503	expresso	60803		1033	4	4112	4G	-93	-12	0.0	-	-63	1673	468	75	-1		L3	
2025.07.18_23.26.37	-17.429215	14.669503	expresso	60803		1033	4	4112	4G	-92	-11	3.0	-	-63	1673	468	75	-1	1	L3	
2025.07.18_23.26.37	-17.429189	14.669601	expresso	60803		1033	4	4112	4G	-92	-11	3.0	-	-63	1673	468	86	-1	1	L3	
2025.07.18_23.26.38	-17.429189	14.669601	expresso	60803		1033	4	4112	4G	-87	-11	3.0	-	-57	1673	468	86	-1	0	L3	
2025.07.18_23.26.41	-17.429189	14.669601	expresso	60803		2	10332	3000	3G	-85	-9	-	-	-	10637	172	86	-1		U1	
2025.07.18_23.26.41	-17.429189	14.669601	expresso	60803		2	10332	3000	3G	-85	-9	-	-	-	10637	172	86	-1		U1	
2025.07.18_23.26.50	-17.429189	14.669601	expresso	60803		2	10332	3000	3G	-79	-7	-	-	-	10637	172	86	-1		U1	
2025.07.18_23.26.54	-17.429189	14.669601	expresso	60803		2	10331	3000	3G	-75	-6	-	-	-	10637	172	86	-1		U1	
2025.07.18_23.27.01	-17.429127	14.669688	expresso	60803		2	10331	3000	3G	-75	-6	-	-	-	10637	172	85	-1		U1	
2025.07.18_23.27.03	-17.429127	14.669688	expresso	60803		2	10331	3000	3G	-77	-6	-	-	-	10637	172	85	-1		U1	
2025.07.18_23.27.05	-17.429078	14.669772	expresso	60803		2	10331	3000	3G	-75	-5	-	-	-	10637	172	82	-1		U1	
2025.07.18_23.27.09	-17.429006	14.669854	expresso	60803		2	10331	3000	3G	-77	-4	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.13	-17.429006	14.669854	expresso	60803		2	10331	3000	3G	-79	-4	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.14	-17.428929	14.669922	expresso	60803		2	10331	3000	3G	-79	-4	-	-	-	10637	172	77	-1		U1	
2025.07.18_23.27.23	-17.428835	14.669948	expresso	60803		2	10331	3000	3G	-75	-3	-	-	-	10637	172	77	-1		U1	
2025.07.18_23.27.23	-17.428835	14.669948	expresso	60803		2	10331	3000	3G	-75	-3	-	-	-	10637	172	77	-1		U1	
2025.07.18_23.27.23	-17.428835	14.669948	expresso	60803		2	10331	3000	3G	-75	-3	-	-	-	10637	172	77	-1		U1	
2025.07.18_23.27.24	-17.428835	14.669948	expresso	60803		2	10332	3000	3G	-79	-3	-	-	-	10637	172	77	-1		U1	
2025.07.18_23.27.29	-17.428741	14.669913	expresso	60803		2	10332	3000	3G	-79	-3	-	-	-	10637	172	76	-1		U1	
2025.07.18_23.27.33	-17.428741	14.669913	expresso	60803		2	10332	3000	3G	-77	-3	-	-	-	10637	172	76	-1		U1	
2025.07.18_23.27.35	-17.428641	14.66989	expresso	60803		2	10332	3000	3G	-77	-3	-	-	-	10637	172	77	-1		U1	
2025.07.18_23.27.40	-17.428549	14.669875	expresso	60803		2	10332	3000	3G	-79	-3	-	-	-	10637	172	76	-1		U1	
2025.07.18_23.27.43	-17.428549	14.669875	expresso	60803		2	10332	3000	3G	-73	-3	-	-	-	10637	172	76	-1		U1	
2025.07.18_23.27.47	-17.428446	14.669849	expresso	60803		2	10332	3000	3G	-77	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.51	-17.428446	14.669849	expresso	60803		2	10622	3000	3G	-75	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.55	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-75	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.56	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.57	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-77	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.58	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-77	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.59	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-77	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.59	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.27.59	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.00	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.01	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.01	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.02	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.03	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.04	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.05	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.06	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.07	-17.428351	14.66983	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	79	-1		U1	
2025.07.18_23.28.08	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.08	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.09	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.10	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.11	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.11	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.12	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
