Timestamp	Longitude	Latitude	Operatorname	Operator	Cellname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	ARFCN	PSC	Altitude	Distance	TA	BAND
2025.07.18_23.28.13	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.14	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.14	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.15	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.16	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.17	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.18	-17.428257	14.669803	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	69	-1		U1	
2025.07.18_23.28.19	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.19	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.20	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.21	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.22	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.23	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.24	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.24	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.24	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.30	-17.428171	14.669758	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.36	-17.428072	14.669772	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.40	-17.428072	14.669772	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	58	-1		U1	
2025.07.18_23.28.41	-17.427977	14.669799	expresso	60803		2	10622	3000	3G	-79	-3	-	-	-	10637	172	56	-1		U1	
2025.07.18_23.28.41	-17.427977	14.669799	expresso	60803		2	40623	3000	3G	-75	-3	-	-	-	2947	167	56	-1		U8	
2025.07.18_23.28.48	-17.427882	14.669789	expresso	60803		2	40623	3000	3G	-69	-5	-	-	-	2947	167	56	-1		U8	
2025.07.18_23.28.50	-17.427882	14.669789	expresso	60803		2	40623	3000	3G	-61	-6	-	-	-	2947	167	56	-1		U8	
2025.07.18_23.28.51	-17.427882	14.669789	expresso	60803		2	40622	3000	3G	-61	-6	-	-	-	2947	167	56	-1		U8	
2025.07.18_23.28.57	-17.427787	14.669772	expresso	60803		2	40622	3000	3G	-63	-5	-	-	-	2947	167	55	-1		U8	
2025.07.18_23.28.58	-17.427787	14.669772	expresso	60803		2	40622	3000	3G	-63	-5	-	-	-	2947	167	55	-1		U8	
2025.07.18_23.29.00	-17.427787	14.669772	expresso	60803		2	40622	3000	3G	-57	-5	-	-	-	2947	167	55	-1		U8	
2025.07.18_23.29.07	-17.427687	14.669787	expresso	60803		2	40622	3000	3G	-59	-4	-	-	-	2947	167	59	-1		U8	
2025.07.18_23.29.10	-17.427687	14.669787	expresso	60803		2	40622	3000	3G	-57	-3	-	-	-	2947	167	59	-1		U8	
2025.07.18_23.29.11	-17.427687	14.669787	expresso	60803		2	40623	3000	3G	-59	-3	-	-	-	2947	167	59	-1		U8	
2025.07.18_23.29.16	-17.427587	14.669802	expresso	60803		2	40623	3000	3G	-65	-3	-	-	-	2947	167	61	-1		U8	
2025.07.18_23.29.21	-17.427587	14.669802	expresso	60803		2	40623	3000	3G	-61	-3	-	-	-	2947	167	61	-1		U8	
2025.07.18_23.29.27	-17.427493	14.669786	expresso	60803		2	40623	3000	3G	-61	-3	-	-	-	2947	167	61	-1		U8	
2025.07.18_23.29.31	-17.427493	14.669786	expresso	60803		2	40623	3000	3G	-55	-3	-	-	-	2947	167	61	-1		U8	
2025.07.18_23.29.39	-17.4274	14.669773	expresso	60803		2	40623	3000	3G	-59	-3	-	-	-	2947	167	55	-1		U8	
2025.07.18_23.29.41	-17.4274	14.669773	expresso	60803		2	40623	3000	3G	-59	-2	-	-	-	2947	167	55	-1		U8	
2025.07.18_23.29.43	-17.4274	14.669773	expresso	60803		2	40623	3000	3G	-57	-2	-	-	-	2947	167	55	-1		U8	
2025.07.18_23.29.51	-17.4274	14.669773	expresso	60803		2	40623	3000	3G	-55	-2	-	-	-	2947	167	55	-1		U8	
2025.07.18_23.29.55	-17.427307	14.669784	expresso	60803		2	40623	3000	3G	-57	-2	-	-	-	2947	167	48	-1		U8	
2025.07.18_23.30.01	-17.427307	14.669784	expresso	60803		2	40623	3000	3G	-57	-2	-	-	-	2947	167	48	-1		U8	
2025.07.18_23.30.02	-17.427265	14.669867	expresso	60803		2	40623	3000	3G	-55	-2	-	-	-	2947	167	50	-1		U8	
2025.07.18_23.30.10	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-57	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.11	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-57	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.16	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.16	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-55	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.17	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-55	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.18	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.18	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.18	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.19	-17.427226	14.669951	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	49	-1		U8	
2025.07.18_23.30.19	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.20	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.20	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.21	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.22	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.23	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.24	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.25	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.26	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-57	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.27	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-57	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.28	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.29	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.30	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.30	-17.427178	14.67003	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.31	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.31	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-53	-2	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.32	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.33	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.33	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.34	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.35	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-2	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.36	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-3	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.37	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-3	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.38	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-5	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.39	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-5	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.40	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-5	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.41	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-5	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.42	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-5	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.43	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-6	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.43	-17.427125	14.670106	expresso	60803		2	40623	3000	3G	-51	-6	-	-	-	2947	167	47	-1		U8	
2025.07.18_23.30.44	-17.427069	14.670186	expresso	60803		2	40623	3000	3G	-51	-6	-	-	-	2947	167	46	-1		U8	
2025.07.18_23.30.51	-17.427005	14.670253	expresso	60803		2	40623	3000	3G	-51	-4	-	-	-	2947	167	45	-1		U8	
2025.07.18_23.30.51	-17.427005	14.670253	expresso	60803		2	40623	3000	3G	-51	-4	-	-	-	2947	167	45	-1		U8	
2025.07.18_23.30.53	-17.427005	14.670253	expresso	60803		2	10625	3000	3G	-51	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.30.59	-17.426938	14.670322	expresso	60803		2	10625	3000	3G	-51	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.31.02	-17.426938	14.670322	expresso	60803		2	10625	3000	3G	-51	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.31.10	-17.426899	14.670405	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.31.12	-17.426899	14.670405	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.31.15	-17.426899	14.670405	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.31.22	-17.426899	14.670405	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.31.32	-17.426899	14.670405	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.31.39	-17.426913	14.670497	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	38	-1		U1	
2025.07.18_23.31.42	-17.426913	14.670497	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	38	-1		U1	
2025.07.18_23.31.52	-17.426913	14.670497	expresso	60803		2	10625	3000	3G	-53	-2	-	-	-	10662	166	38	-1		U1	
2025.07.18_23.31.53	-17.426844	14.670563	expresso	60803		2	10625	3000	3G	-53	-2	-	-	-	10662	166	39	-1		U1	
2025.07.18_23.32.00	-17.426844	14.670563	expresso	60803		2	10625	3000	3G	-53	-2	-	-	-	10662	166	39	-1		U1	
2025.07.18_23.32.02	-17.426775	14.670632	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	38	-1		U1	
2025.07.18_23.32.02	-17.426775	14.670632	expresso	60803		2	10625	3000	3G	-51	-2	-	-	-	10662	166	38	-1		U1	
2025.07.18_23.32.12	-17.426752	14.670722	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	44	-1		U1	
2025.07.18_23.32.13	-17.426752	14.670722	expresso	60803		2	10625	3000	3G	-53	-2	-	-	-	10662	166	44	-1		U1	
2025.07.18_23.32.23	-17.426752	14.670722	expresso	60803		2	10625	3000	3G	-53	-2	-	-	-	10662	166	44	-1		U1	
2025.07.18_23.32.23	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-53	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.33	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.33	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.34	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.34	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.35	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.36	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.36	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-55	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.37	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-59	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.38	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-59	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.38	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-59	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.39	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-57	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.40	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-57	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.41	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-59	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.42	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-59	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.43	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-63	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.44	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-63	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.45	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-61	-2	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.46	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-61	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.47	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-61	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.48	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-61	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.48	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-61	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.49	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-65	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.50	-17.426726	14.670811	expresso	60803		2	10625	3000	3G	-65	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.32.50	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-65	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.51	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-63	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.51	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-63	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.52	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-63	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.53	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-61	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.54	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-61	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.55	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-53	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.56	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-53	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.57	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-57	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.58	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-57	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.32.59	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-53	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.00	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-53	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.01	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-55	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.01	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-55	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.01	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-55	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.03	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-57	-4	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.13	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-61	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.23	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-55	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.33	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-59	-2	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.34	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-59	-2	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.36	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-65	-2	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.43	-17.426697	14.670898	expresso	60803		2	10625	3000	3G	-57	-2	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.33.47	-17.426661	14.670997	expresso	60803		2	10625	3000	3G	-65	-2	-	-	-	10662	166	40	-1		U1	
2025.07.18_23.33.53	-17.426632	14.671085	expresso	60803		2	10625	3000	3G	-63	-2	-	-	-	10662	166	41	-1		U1	
2025.07.18_23.33.53	-17.426632	14.671085	expresso	60803		2	10625	3000	3G	-63	-2	-	-	-	10662	166	41	-1		U1	
2025.07.18_23.34.03	-17.426631	14.671176	expresso	60803		2	10625	3000	3G	-69	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.03	-17.426631	14.671176	expresso	60803		2	10625	3000	3G	-61	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.08	-17.426631	14.671176	expresso	60803		2	10624	3000	3G	-59	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.11	-17.426631	14.671176	expresso	60803		2	10624	3000	3G	-65	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.11	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-65	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.11	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-61	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.12	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-61	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.13	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-61	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.13	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-65	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.14	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-65	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.15	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-65	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.15	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-65	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.16	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-65	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.17	-17.426624	14.67127	expresso	60803		2	10624	3000	3G	-69	-2	-	-	-	10662	166	42	-1		U1	
2025.07.18_23.34.18	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.18	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.19	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-67	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.20	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-67	-2	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.21	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-65	-3	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.22	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-65	-3	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.23	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-3	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.24	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.25	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.25	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.26	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.27	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-65	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.28	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-65	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.28	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-65	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.29	-17.426607	14.671362	expresso	60803		2	10624	3000	3G	-69	-4	-	-	-	10662	166	45	-1		U1	
2025.07.18_23.34.30	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-69	-4	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.30	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-69	-4	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.31	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-69	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.32	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-69	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.33	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-63	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.34	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-63	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.35	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-61	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.36	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-61	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.37	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-63	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.38	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-63	-6	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.38	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-63	-6	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.48	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-67	-4	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.56	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-63	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.34.58	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-69	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.35.08	-17.426599	14.671456	expresso	60803		2	10624	3000	3G	-67	-5	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.35.10	-17.426595	14.671553	expresso	60803		2	10624	3000	3G	-71	-4	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.35.10	-17.426595	14.671553	expresso	60803		2	10624	3000	3G	-71	-4	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.35.18	-17.426595	14.671553	expresso	60803		2	10624	3000	3G	-63	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.35.25	-17.426589	14.671644	expresso	60803		2	10624	3000	3G	-61	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.35.28	-17.426589	14.671644	expresso	60803		2	10624	3000	3G	-63	-3	-	-	-	10662	166	47	-1		U1	
2025.07.18_23.35.36	-17.426577	14.671739	expresso	60803		2	10624	3000	3G	-65	-3	-	-	-	10662	166	44	-1		U1	
2025.07.18_23.35.38	-17.426577	14.671739	expresso	60803		2	10624	3000	3G	-55	-3	-	-	-	10662	166	44	-1		U1	
2025.07.18_23.35.45	-17.426518	14.671817	expresso	60803		2	10624	3000	3G	-65	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.35.48	-17.426518	14.671817	expresso	60803		2	10624	3000	3G	-65	-3	-	-	-	10662	166	46	-1		U1	
2025.07.18_23.35.54	-17.426516	14.671914	expresso	60803		2	10624	3000	3G	-65	-3	-	-	-	10662	166	49	-1		U1	
