Timestamp	Longitude	Latitude	Operatorname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	EventType	EventDetails	State
2025.07.18_22.11.34	-17.436165	14.665338	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1032-1-1850-132:608-02-0--0-0-0	D
2025.07.18_22.11.36	-17.436165	14.665338	Yas	1032	1	701	4G	-99	-9	0.0	-	-89	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1032-1-1850-132	D
2025.07.18_22.11.39	-17.436165	14.665338	Yas	1032	1	701	4G	-98	-10	0.0	-	-91		START PING	D
2025.07.18_22.11.44	-17.436165	14.665338	Yas	1032	1	701	4G	-98	-11	0.0	-	-91		START UPLOAD	D
2025.07.18_22.11.57	-17.436165	14.665338	Yas	1032	1	701	4G	-96	-12	0.0	-	-87		START DOWNLOAD	D
2025.07.18_22.12.09	-17.436075	14.665363	Yas		0	0	2G	-113	-	-	-	-	IRAT_HANDOVER_DATA_4G2G	608-02-701-1032-1-1850-132:608-02-0--0-0-0	D
2025.07.18_22.12.12	-17.436075	14.665363	Yas	1059	1	701	4G	-95	-11	0.0	-	-85	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1059-1-1850-459	I
2025.07.18_22.12.39	-17.435885	14.665333	Yas	1059	1	701	4G	-92	-10	0.0	-	-87	CALL_START	608-02-701-1059-1 VOICE SEQUENCE:1	D
2025.07.18_22.12.47	-17.43579	14.66529	Yas	5	10593	43	3G	-75	-5	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1059-1-1850-459:608-02-43-5-10593-3060-429	VD
2025.07.18_22.12.47	-17.43579	14.66529	Yas	5	10593	43	3G	-75	-5	-	-	-	CSFB_4G3G	7773	VD
2025.07.18_22.13.24	-17.435715	14.665237	Yas	5	10593	43	3G	-75	-5	-	-	-	CALL_END	608-02-43-5-10593 VOICE SEQUENCE:1	V
2025.07.18_22.13.49	-17.435542	14.665195	Yas	5	10593	43	3G	-81	-7	-	-	-	CALL_END	608-02-43-5-10593	I
2025.07.18_22.13.51	-17.435542	14.665195	Yas	0	0	0	2G	-113	-	-	-	-	IRAT_HANDOVER_DATA_3G2G	608-02-43-5-10593-3060-429:608-02-0-0-0-0-0	D
2025.07.18_22.13.54	-17.435542	14.665195	Yas	1059	1	701	4G	-83	-8	0.0	-	-79	IRAT_CELL_RESELECTION_2G4G	608-02-0-0-0-0-0:608-02-701-1059-1-1850-459	D
2025.07.18_22.13.57	-17.435542	14.665195	Yas	1059	1	701	4G	-88	-12	0.0	-	-75		START PING	I
2025.07.18_22.14.02	-17.435542	14.665195	Yas	1059	1	701	4G	-89	-9	0.0	-	-79		START UPLOAD	D
2025.07.18_22.14.15	-17.435542	14.665195	Yas	1059	1	701	4G	-86	-10	0.0	-	-77		START DOWNLOAD	D
2025.07.18_22.14.57	-17.43533	14.665207	Yas	1059	1	701	4G	-81	-9	0.0	-	-73	CALL_START	608-02-701-1059-1 VOICE SEQUENCE:2	I
2025.07.18_22.14.59	-17.43533	14.665207	Yas	0	0	0	3G	-113	-7	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1059-1-1850-459:608-02-0-0-0-0-0	VD
2025.07.18_22.14.59	-17.43533	14.665207	Yas	0	0	0	3G	-113	-7	-	-	-	CSFB_4G3G	2339	VD
2025.07.18_22.15.03	-17.43523	14.665197	Yas	5	10593	43	2G	-73	-	-	-	-	IRAT_HANDOVER_VOICE_3G2G	608-02-0-0-0-0-0:608-02-43-5-10593-3060-429	VD
2025.07.18_22.15.42	-17.434987	14.66504	Yas	5	10593	43	3G	-83	-10	-	-	-	CALL_END	608-02-43-5-10593 VOICE SEQUENCE:2	V
2025.07.18_22.15.56	-17.4349	14.665003	Yas	5	10593	43	3G	-65	-5	-	-	-	CALL_END	608-02-43-5-10593	I
2025.07.18_22.15.57	-17.4349	14.665003	Yas	1059	11	701	4G	-58	-13	0.0	-	-	IRAT_CELL_RESELECTION_2G4G	608-02-43-5-10593-3060-429:608-02-701-1059-11-6400-104	I
2025.07.18_22.16.01	-17.434847	14.664922	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1059-11-6400-104:608-02-0--0-0-0	D
2025.07.18_22.16.03	-17.434847	14.664922	Yas	1059	1	701	4G	-74	-8	0.0	-	-65	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1059-1-1850-459	D
2025.07.18_22.16.15	-17.434813	14.664833	Yas	1059	1	701	4G	-76	-8	0.0	-	-63		START PING	I
2025.07.18_22.16.19	-17.434785	14.664745	Yas	1059	1	701	4G	-74	-8	0.0	-	-67		START UPLOAD	D
2025.07.18_22.16.32	-17.43484	14.66467	Yas	1059	1	701	4G	-80	-9	0.0	-	-69		START DOWNLOAD	D
2025.07.18_22.17.00	-17.434827	14.664402	Yas		0	0	2G	-113	-	-	-	-	IRAT_HANDOVER_DATA_4G2G	608-02-701-1059-1-1850-459:608-02-0--0-0-0	D
2025.07.18_22.17.03	-17.434827	14.664402	Yas	1059	1	701	4G	-89	-10	0.0	-	-73	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1059-1-1850-459	I
2025.07.18_22.17.09	-17.434838	14.664305	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1059-1-1850-459:608-02-0--0-0-0	D
2025.07.18_22.17.11	-17.434838	14.664305	Yas	1059	1	701	4G	-85	-10	0.0	-	-71	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1059-1-1850-459	I
2025.07.18_22.17.14	-17.434858	14.664208	Yas	1059	1	701	4G	-84	-10	0.0	-	-75	CALL_START	608-02-701-1059-1 VOICE SEQUENCE:3	I
2025.07.18_22.17.18	-17.434858	14.664208	Yas	0	0	0	3G	-113	-5	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1059-1-1850-459:608-02-0-0-0-0-0	VD
2025.07.18_22.17.18	-17.434858	14.664208	Yas	0	0	0	3G	-113	-5	-	-	-	CSFB_4G3G	3459	VD
2025.07.18_22.17.22	-17.434858	14.664208	Yas	5	10592	43	2G	-77	-	-	-	-	IRAT_HANDOVER_VOICE_3G2G	608-02-0-0-0-0-0:608-02-43-5-10592-3060-421	VD
2025.07.18_22.17.26	-17.434838	14.664117	Yas	5	10593	43	3G	-65	-4	-	-	-	IRAT_HANDOVER_VOICE_2G3G	608-02-43-5-10592-3060-421:608-02-43-5-10593-3060-429	V
2025.07.18_22.17.59	-17.434813	14.663832	Yas	5	10593	43	3G	-73	-6	-	-	-	CALL_END	608-02-43-5-10593 VOICE SEQUENCE:3	V
2025.07.18_22.18.02	-17.434813	14.663832	Yas	5	10592	43	3G	-69	-7	-	-	-	HANDOVER_VOICE_3G3G	608-02-43-5-10593-3060-429:608-02-43-5-10592-3060-421	V
2025.07.18_22.18.06	-17.434823	14.663737	Yas	5	10593	43	3G	-75	-9	-	-	-	HANDOVER_VOICE_3G3G	608-02-43-5-10592-3060-421:608-02-43-5-10593-3060-429	V
2025.07.18_22.18.17	-17.434808	14.663638	Yas	5	10592	43	3G	-89	-19	-	-	-	HANDOVER_VOICE_3G3G	608-02-43-5-10593-3060-429:608-02-43-5-10592-3060-421	V
2025.07.18_22.18.19	-17.434808	14.663638	Yas	5	10592	43	3G	-89	-19	-	-	-	CALL_END	608-02-43-5-10592	I
2025.07.18_22.18.21	-17.434808	14.663638	Yas	1059	11	701	4G	-82	-9	0.0	-	-75	IRAT_CELL_RESELECTION_3G4G	608-02-43-5-10592-3060-421:608-02-701-1059-11-6400-104	I
2025.07.18_22.18.23	-17.434808	14.663638	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1059-11-6400-104:608-02-0--0-0-0	D
2025.07.18_22.18.25	-17.434808	14.663638	Yas	1059	1	701	4G	-96	-12	0.0	-	-83	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1059-1-1850-459	D
2025.07.18_22.18.32	-17.43479	14.663548	Yas	1059	1	701	4G	-92	-10	0.0	-	-83		START PING	I
2025.07.18_22.18.37	-17.434782	14.663457	Yas	1059	1	701	4G	-95	-11	0.0	-	-75		START UPLOAD	D
2025.07.18_22.18.50	-17.434773	14.663358	Yas	1059	1	701	4G	-94	-12	0.0	-	-81		START DOWNLOAD	D
2025.07.18_22.19.32	-17.434708	14.662978	Yas	1059	1	701	4G	-96	-11	0.0	-	-87	CALL_START	608-02-701-1059-1 VOICE SEQUENCE:4	I
2025.07.18_22.19.33	-17.434708	14.662978	Yas	0	0	0	4G	-96	-11	0.0	-	-87	HANDOVER_VOICE_4G4G	608-02-701-1059-1-1850-459:608-02-0-0-0-0-0	VD
2025.07.18_22.19.40	-17.434695	14.662885	Yas	5	10592	43	2G	-81	-	-	-	-	IRAT_HANDOVER_VOICE_4G2G	608-02-0-0-0-0-0:608-02-43-5-10592-3060-421	VD
2025.07.18_22.19.40	-17.434695	14.662885	Yas	5	10592	43	2G	-81	-	-	-	-	CSFB_4G2G	7990	VD
2025.07.18_22.20.17	-17.434668	14.662527	Yas	5	10592	43	3G	-69	-13	-	-	-	CALL_END	608-02-43-5-10592 VOICE SEQUENCE:4	V
2025.07.18_22.20.43	-17.434668	14.662527	Yas	5	10592	43	3G	-75	-6	-	-	-	CALL_END	608-02-43-5-10592	I
2025.07.18_22.20.43	-17.434668	14.662527	Yas	0	0	0	2G	-113	-	-	-	-	CELL_RESELECTION_2G2G	608-02-43-5-10592-3060-421:608-02-0-0-0-0-0	I
2025.07.18_22.20.45	-17.434668	14.662527	Yas	1059	12	701	4G	-91	-13	0.0	-	-77	IRAT_CELL_RESELECTION_2G4G	608-02-0-0-0-0-0:608-02-701-1059-12-6400-112	I
2025.07.18_22.20.48	-17.434668	14.662527	Yas	1059	2	701	4G	-104	-15	0.0	-	-91	CELL_RESELECTION_4G4G	608-02-701-1059-12-6400-112:608-02-701-1059-2-1850-467	I
2025.07.18_22.20.50	-17.434668	14.662527	Yas	1059	2	701	4G	-101	-15	0.0	-	-91		START PING	I
2025.07.18_22.20.55	-17.434668	14.662527	Yas	1059	2	701	4G	-96	-11	0.0	-	-87		START UPLOAD	D
2025.07.18_22.21.08	-17.434668	14.662527	Yas	1059	2	701	4G	-97	-10	0.0	-	-89		START DOWNLOAD	D
2025.07.18_22.21.28	-17.434818	14.662615	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_4G2G	608-02-701-1059-2-1850-467:608-02-0--0-0-0	D
2025.07.18_22.21.30	-17.434818	14.662615	Yas	1059	2	701	4G	-91	-8	0.0	-	-77	IRAT_CELL_RESELECTION_2G4G	608-02-0--0-0-0:608-02-701-1059-2-1850-467	I
2025.07.18_22.21.50	-17.435012	14.662587	Yas	1059	2	701	4G	-97	-10	0.0	-	-87	CALL_START	608-02-701-1059-2 VOICE SEQUENCE:5	D
2025.07.18_22.21.58	-17.435105	14.66258	Yas	5	10593	43	3G	-65	-4	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1059-2-1850-467:608-02-43-5-10593-3060-429	V
2025.07.18_22.21.58	-17.435105	14.66258	Yas	5	10593	43	3G	-65	-4	-	-	-	CSFB_4G3G	7678	V
2025.07.18_22.22.35	-17.435447	14.662682	Yas	5	10593	43	3G	-73	-5	-	-	-	CALL_END	608-02-43-5-10593 VOICE SEQUENCE:5	V
2025.07.18_22.22.56	-17.435555	14.662647	Yas	5	10593	43	3G	-69	-4	-	-	-	CALL_END	608-02-43-5-10593	I
2025.07.18_22.22.59	-17.435555	14.662647	Yas	1059	13	701	4G	-82	-13	0.0	-	-75	IRAT_CELL_RESELECTION_3G4G	608-02-43-5-10593-3060-429:608-02-701-1059-13-6400-120	I
2025.07.18_22.23.01	-17.435638	14.66258	Yas	1059	3	701	4G	-95	-15	0.0	-	-81	CELL_RESELECTION_4G4G	608-02-701-1059-13-6400-120:608-02-701-1059-3-1850-475	I
2025.07.18_22.23.08	-17.435638	14.66258	Yas	1059	3	701	4G	-94	-12	0.0	-	-83		START PING	I
2025.07.18_22.23.12	-17.435705	14.662512	Yas	1059	3	701	4G	-98	-14	0.0	-	-83		START UPLOAD	D
2025.07.18_22.23.13	-17.435705	14.662512	Yas		0	0	2G	-113	-	-	-	-	IRAT_HANDOVER_DATA_4G2G	608-02-701-1059-3-1850-475:608-02-0--0-0-0	D
2025.07.18_22.23.15	-17.435705	14.662512	Yas	1059	2	701	4G	-96	-13	0.0	-	-83	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1059-2-1850-467	D
2025.07.18_22.23.25	-17.435733	14.662323	Yas	1059	2	701	4G	-90	-11	0.0	-	-85		START DOWNLOAD	D
2025.07.18_22.24.07	-17.43581	14.66185	Yas	1059	2	701	4G	-89	-11	0.0	-	-79	CALL_START	608-02-701-1059-2 VOICE SEQUENCE:6	I
2025.07.18_22.24.15	-17.435795	14.661747	Yas	5	10592	43	3G	-67	-5	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1059-2-1850-467:608-02-43-5-10592-3060-421	VD
2025.07.18_22.24.15	-17.435795	14.661747	Yas	5	10592	43	3G	-67	-5	-	-	-	CSFB_4G3G	7818	VD
2025.07.18_22.24.53	-17.43594	14.661298	Yas	5	10592	43	3G	-65	-4	-	-	-	CALL_END	608-02-43-5-10592 VOICE SEQUENCE:6	V
2025.07.18_22.25.18	-17.435937	14.661097	Yas	5	10592	43	3G	-57	-3	-	-	-	CALL_END	608-02-43-5-10592	I
2025.07.18_22.25.20	-17.435937	14.661097	Yas	1059	12	701	4G	-72	-13	0.0	-	-59	IRAT_CELL_RESELECTION_3G4G	608-02-43-5-10592-3060-421:608-02-701-1059-12-6400-112	I
2025.07.18_22.25.24	-17.435937	14.661097	Yas	1059	2	701	4G	-78	-10	0.0	-	-69	CELL_RESELECTION_4G4G	608-02-701-1059-12-6400-112:608-02-701-1059-2-1850-467	I
2025.07.18_22.25.26	-17.435962	14.661002	Yas	1059	2	701	4G	-78	-10	0.0	-	-69		START PING	I
2025.07.18_22.25.30	-17.435962	14.661002	Yas	1059	2	701	4G	-86	-10	0.0	-	-75		START UPLOAD	D
2025.07.18_22.25.43	-17.436005	14.660817	Yas	1059	2	701	4G	-85	-8	0.0	-	-73		START DOWNLOAD	D
2025.07.18_22.26.25	-17.436058	14.660348	Yas	1059	2	701	4G	-67	-11	0.0	-	-57	CALL_START	608-02-701-1059-2 VOICE SEQUENCE:7	I
2025.07.18_22.26.26	-17.43606	14.660247	Yas	0	0	0	4G	-67	-11	0.0	-	-67	HANDOVER_VOICE_4G4G	608-02-701-1059-2-1850-467:608-02-0-0-0-0-0	V
2025.07.18_22.26.32	-17.43606	14.660247	Yas	5	10592	43	2G	-55	-	-	-	-	IRAT_HANDOVER_VOICE_4G2G	608-02-0-0-0-0-0:608-02-43-5-10592-3060-421	V
2025.07.18_22.26.32	-17.43606	14.660247	Yas	5	10592	43	2G	-55	-	-	-	-	CSFB_4G2G	6975	V
2025.07.18_22.27.10	-17.436282	14.660107	Yas	5	10592	43	3G	-85	-12	-	-	-	CALL_END	608-02-43-5-10592 VOICE SEQUENCE:7	V
2025.07.18_22.27.35	-17.436245	14.659925	Yas	5	10592	43	3G	-71	-7	-	-	-	CALL_END	608-02-43-5-10592	I
2025.07.18_22.27.37	-17.436218	14.659827	Yas	1033	11	701	4G	-58	-8	0.0	-	-51	IRAT_CELL_RESELECTION_2G4G	608-02-43-5-10592-3060-421:608-02-701-1033-11-6400-134	I
2025.07.18_22.27.39	-17.436218	14.659827	Yas	1033	1	701	4G	-65	-10	0.0	-	-55	CELL_RESELECTION_4G4G	608-02-701-1033-11-6400-134:608-02-701-1033-1-1850-83	I
2025.07.18_22.27.43	-17.436218	14.659827	Yas	1033	1	701	4G	-66	-9	0.0	-	-55		START PING	I
2025.07.18_22.27.43	-17.436218	14.659827	Yas		0	0	2G	-113	-	-	-	-	IRAT_HANDOVER_DATA_4G2G	608-02-701-1033-1-1850-83:608-02-0--0-0-0	D
2025.07.18_22.27.46	-17.436218	14.659827	Yas	1033	1	701	4G	-70	-7	0.0	-	-61	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1033-1-1850-83	D
2025.07.18_22.27.48	-17.436218	14.659827	Yas	1033	1	701	4G	-70	-7	0.0	-	-61		START UPLOAD	D
2025.07.18_22.28.01	-17.436238	14.659642	Yas	1033	1	701	4G	-74	-10	0.0	-	-63		START DOWNLOAD	D
2025.07.18_22.28.43	-17.43667	14.659457	Yas	1033	1	701	4G	-78	-6	0.0	-	-73	CALL_START	608-02-701-1033-1 VOICE SEQUENCE:8	I
2025.07.18_22.28.50	-17.436777	14.659465	Yas	5	10331	43	3G	-51	-3	-	-	-	IRAT_HANDOVER_VOICE_4G3G	608-02-701-1033-1-1850-83:608-02-43-5-10331-3060-316	VD
2025.07.18_22.28.50	-17.436777	14.659465	Yas	5	10331	43	3G	-51	-3	-	-	-	CSFB_4G3G	7404	VD
2025.07.18_22.29.28	-17.437245	14.6595	Yas	5	10331	43	3G	-67	-6	-	-	-	CALL_END	608-02-43-5-10331 VOICE SEQUENCE:8	V
2025.07.18_22.29.55	-17.437532	14.659475	Yas	5	10331	43	3G	-65	-5	-	-	-	CALL_END	608-02-43-5-10331	I
2025.07.18_22.29.57	-17.437532	14.659475	Yas		0	0	2G	-113	-	-	-	-	IRAT_CELL_RESELECTION_3G2G	608-02-43-5-10331-3060-316:608-02-0--0-0-0	I
2025.07.18_22.29.59	-17.437532	14.659475	Yas	1033	1	701	4G	-80	-9	0.0	-	-69	IRAT_HANDOVER_DATA_2G4G	608-02-0--0-0-0:608-02-701-1033-1-1850-83	D
2025.07.18_22.30.01	-17.437532	14.659475	Yas	1033	1	701	4G	-80	-6	0.0	-	-75		START PING	D
2025.07.18_22.30.05	-17.43763	14.659477	Yas	1033	1	701	4G	-86	-7	0.0	-	-77		START UPLOAD	D
2025.07.18_22.30.18	-17.437727	14.659485	Yas	1033	1	701	4G	-83	-6	0.0	-	-71		START DOWNLOAD	D
